TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-01 10:56:21,1769943381059,thelordwill-8nivomexh-robert-ms-projects.vercel.app/favicon.png,GET,,404,hbj9j-1769943381059-696e2c2f2237,vercel-favicon/1.0,,production,main,MISS,function,/[locale],thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,133,iad1,257,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDHD896X5KBHS5R9B0EXMC,gpRG5kOuvKrO,1
2026-02-01 10:56:20,1769943380899,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en,GET,,,vclsv-1769943380899-a9fe21f925c2,vercel-favicon/1.0,,production,,,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,9,sfo1,119,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDHCX6F172PG4EE9AY1YN8,GV45xTbijjF1,1
2026-02-01 10:56:20,1769943380829,thelordwill-8nivomexh-robert-ms-projects.vercel.app/,GET,,308,jt7rh-1769943380829-183cbe30239a,vercel-favicon/1.0,,production,main,,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,38,sfo1,119,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDHCV7M00DRVB9DM55JAPX,GV45xTbijjF1,1
2026-02-01 10:56:20,1769943380829,thelordwill-8nivomexh-robert-ms-projects.vercel.app/,GET,,308,jt7rh-1769943380829-183cbe30239a,vercel-favicon/1.0,,production,main,,redirect,/,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,57,sfo1,,,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,,,
2026-02-01 10:56:06,1769943366747,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/privacy,GET,_rsc=2qfci,200,tc469-1769943366747-ba57c4c5ec92,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,8,sfo1,119,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ2ZEBGSHKEE3CK0PBRW,GV45xTbijjF1,1
2026-02-01 10:56:06,1769943366747,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/privacy,GET,_rsc=2qfci,200,tc469-1769943366747-ba57c4c5ec92,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/[locale]/privacy.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,23,iad1,256,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ4K799AJS2GZCDQ8FFV,NAujACjpTU1u,1
2026-02-01 10:56:06,1769943366734,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/terms,GET,_rsc=2qfci,200,frkxc-1769943366734-ddf36434e5e2,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,8,sfo1,117,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ2KKQHTNMA0JHWKF90D,ek4plQtk0Uvh,1
2026-02-01 10:56:06,1769943366734,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/terms,GET,_rsc=2qfci,200,frkxc-1769943366734-ddf36434e5e2,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/[locale]/terms.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,8,iad1,272,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ4CYCS704ZY8NBNCEMA,ilop4Q9CekMl,1
2026-02-01 10:56:06,1769943366706,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/cookie,GET,_rsc=2qfci,,cjmk6-1769943366706-db34f831f846,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,,,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,8,sfo1,119,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ1QXB11S7ADR4S6CEF5,GV45xTbijjF1,1
2026-02-01 10:56:06,1769943366706,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/cookie,GET,_rsc=2qfci,,cjmk6-1769943366706-db34f831f846,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,,,function,/[locale]/cookie.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,16,iad1,272,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ3CSFYT8W7Z9TT3P45P,ilop4Q9CekMl,1
2026-02-01 10:56:06,1769943366695,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/about,GET,_rsc=2qfci,,pqk27-1769943366695-6daf4b19e914,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,,,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,10,sfo1,117,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ1W59AW25DWK67PZFGW,ek4plQtk0Uvh,1
2026-02-01 10:56:06,1769943366695,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/about,GET,_rsc=2qfci,,pqk27-1769943366695-6daf4b19e914,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,,,function,/[locale]/about.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,26,iad1,259,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ3G4F7FSN654KGWQG63,Uj1pHXqCpaUV,1
2026-02-01 10:56:06,1769943366689,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/editorial-process,GET,_rsc=2qfci,200,929tm-1769943366689-769a3830d501,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,8,sfo1,118,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ15M1XCMRSTSNKGTZMJ,GV45xTbijjF1,1
2026-02-01 10:56:06,1769943366689,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/editorial-process,GET,_rsc=2qfci,200,929tm-1769943366689-769a3830d501,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/[locale]/editorial-process.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,11,iad1,271,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ2TV6Z8AVZ9HDAVPX49,ilop4Q9CekMl,1
2026-02-01 10:56:06,1769943366634,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/editorial-process,GET,nxtPlocale=en,200,h25n4-1769943366634-a82616096648,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,7,sfo1,118,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYZET4CXZ213KJVNQ9SE,GV45xTbijjF1,1
2026-02-01 10:56:06,1769943366634,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/editorial-process,GET,nxtPlocale=en,200,h25n4-1769943366634-a82616096648,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/[locale]/editorial-process.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,9,iad1,271,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGZ102SVBNSB048277JMG,ilop4Q9CekMl,1
2026-02-01 10:56:06,1769943366605,thelordwill-8nivomexh-robert-ms-projects.vercel.app/editorial-process,GET,_rsc=2qfci,308,h25n4-1769943366605-81a7ce70e9b6,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,7,sfo1,118,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYYKB5JXW6HHYGJYNWZE,GV45xTbijjF1,1
2026-02-01 10:56:06,1769943366605,thelordwill-8nivomexh-robert-ms-projects.vercel.app/editorial-process,GET,_rsc=2qfci,308,h25n4-1769943366605-81a7ce70e9b6,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,,redirect,/editorial-process,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,23,sfo1,,,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,,,
2026-02-01 10:56:06,1769943366579,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/bible-places/jerusalem,GET,_rsc=2qfci,200,frkxc-1769943366579-948cad0be593,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,7,sfo1,117,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYXQ5BAMCCMCN4H4QPW7,ek4plQtk0Uvh,1
2026-02-01 10:56:06,1769943366579,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/bible-places/jerusalem,GET,_rsc=2qfci,200,frkxc-1769943366579-948cad0be593,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/[locale]/bible-places/[slug].rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,23,iad1,269,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYZHWC8DD6DGDEZQN9Y2,ilop4Q9CekMl,1
2026-02-01 10:56:06,1769943366578,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/prayer-points,GET,_rsc=2qfci,,cjmk6-1769943366578-3cf9970fdcf9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,,,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,7,sfo1,118,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYXP4SE4PKB18DDAQ2YV,GV45xTbijjF1,1
2026-02-01 10:56:06,1769943366578,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/prayer-points,GET,_rsc=2qfci,,cjmk6-1769943366578-3cf9970fdcf9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,,,function,/[locale]/prayer-points.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,24,iad1,255,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYZ8K2J0G3TE06Y323NA,Uj1pHXqCpaUV,1
2026-02-01 10:56:06,1769943366574,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/situations,GET,_rsc=2qfci,200,929tm-1769943366574-c22d6bf0f810,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,8,sfo1,118,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYXHVA270MQ8KTK18QCJ,p5Gl2dI2MG1K,1
2026-02-01 10:56:06,1769943366574,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/situations,GET,_rsc=2qfci,200,929tm-1769943366574-c22d6bf0f810,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/[locale]/situations.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,21,iad1,252,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYYZ7VQB6N4TWPCCHXJF,KJ1vOz36uROY,1
2026-02-01 10:56:06,1769943366568,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/professions,GET,_rsc=2qfci,200,rg9gz-1769943366568-51f9e73ffe49,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,8,sfo1,118,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYXCT9NRNN73R4QG9K43,kek302F7x9VM,1
2026-02-01 10:56:06,1769943366568,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/professions,GET,_rsc=2qfci,200,rg9gz-1769943366568-51f9e73ffe49,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/[locale]/professions.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,24,iad1,256,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYYWEFWN0Y1VRGEWT7GK,NAujACjpTU1u,1
2026-02-01 10:56:06,1769943366460,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/bible-travel,GET,nxtPlocale=en,200,tc469-1769943366460-148da8ba5609,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/[locale]/bible-travel.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,22,iad1,253,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYW65160GSNSCZC7Z915,NAujACjpTU1u,1
2026-02-01 10:56:06,1769943366460,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/bible-travel,GET,nxtPlocale=en,200,tc469-1769943366460-148da8ba5609,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,middleware,middleware,thelordwill-8nivomexh-robert-ms-projects.vercel.app,thelordwill-8nivomexh-robert-ms-projects.vercel.app,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,23,sfo1,118,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYT4RBF3X9QFNYHGMDX0,kek302F7x9VM,1
2026-02-01 10:56:06,1769943366458,thelordwill-8nivomexh-robert-ms-projects.vercel.app/en/about,GET,nxtPlocale=en,,cjmk6-1769943366458-f7db8c99af03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,,,function,/[locale]/about.rsc,thelordwill-8nivomexh-robert-ms-projects.vercel.app,,dpl_CWqfzpxzrGXCdnWVLTPtBs7kx8ci,18,iad1,251,2048,,prj_0PwFkhic9HSYxI2hcFXvULiIF5FE,,,01KGCDGYVGESQNR0FCG1PTZ8Z6,KJ1vOz36uROY,1
